date,day_of_week,shift,hour,hours_into_shift,station,headcount,units_processed,uph,target_uph,downtime_minutes,pod_starvation_event,peak_period
2026-03-25,Wednesday,Day,15,7,SLAM,13,9867,759.0,900,0.0,0,0
2026-03-25,Wednesday,Day,16,8,Stow,10,1825,182.5,180,3.1,0,0
2026-03-25,Wednesday,Day,16,8,Pick,14,3190,227.9,240,0.0,0,0
2026-03-25,Wednesday,Day,16,8,Rebin,12,3811,317.6,300,3.1,0,0
2026-03-25,Wednesday,Day,16,8,Pack-Singles,12,2217,184.8,210,0.4,0,0
2026-03-25,Wednesday,Day,16,8,Pack-Multis,15,1816,121.1,140,0.0,0,0
2026-03-25,Wednesday,Day,16,8,SLAM,13,10893,837.9,900,0.0,0,0
2026-03-25,Wednesday,Day,17,9,Stow,15,2619,174.6,180,0.6,0,0
2026-03-25,Wednesday,Day,17,9,Pick,9,2321,257.9,240,1.2,0,0
2026-03-25,Wednesday,Day,17,9,Rebin,14,4194,299.6,300,0.4,0,0
2026-03-25,Wednesday,Day,17,9,Pack-Singles,10,2173,217.3,210,3.4,0,0
2026-03-25,Wednesday,Day,17,9,Pack-Multis,8,1093,136.6,140,1.0,0,0
2026-03-25,Wednesday,Day,17,9,SLAM,9,7753,861.4,900,0.0,0,0
2026-03-25,Wednesday,Night,19,0,Stow,10,1615,161.5,180,1.1,0,0
2026-03-25,Wednesday,Night,19,0,Pick,9,2230,247.8,240,1.9,0,0
2026-03-25,Wednesday,Night,19,0,Rebin,15,4138,275.9,300,0.4,0,0
2026-03-25,Wednesday,Night,19,0,Pack-Singles,15,2810,187.3,210,0.9,0,0
2026-03-25,Wednesday,Night,19,0,Pack-Multis,13,1545,118.8,140,2.3,0,0
2026-03-25,Wednesday,Night,19,0,SLAM,13,11847,911.3,900,2.5,0,0
2026-03-25,Wednesday,Night,20,1,Stow,14,2325,166.1,180,0.0,0,0
2026-03-25,Wednesday,Night,20,1,Pick,16,3189,199.3,240,0.0,0,0
2026-03-25,Wednesday,Night,20,1,Rebin,13,4039,310.7,300,1.5,0,0
2026-03-25,Wednesday,Night,20,1,Pack-Singles,13,2184,168.0,210,0.5,0,0
2026-03-25,Wednesday,Night,20,1,Pack-Multis,8,1098,137.2,140,0.0,0,0
2026-03-25,Wednesday,Night,20,1,SLAM,9,7804,867.1,900,2.8,0,0
2026-03-25,Wednesday,Night,21,2,Stow,11,1914,174.0,180,2.0,0,0
2026-03-25,Wednesday,Night,21,2,Pick,11,2267,206.1,240,2.0,0,0
2026-03-25,Wednesday,Night,21,2,Rebin,13,3853,296.4,300,1.7,0,0
2026-03-25,Wednesday,Night,21,2,Pack-Singles,9,1842,204.7,210,1.2,0,0
2026-03-25,Wednesday,Night,21,2,Pack-Multis,11,1402,127.5,140,0.2,0,0
2026-03-25,Wednesday,Night,21,2,SLAM,13,9800,753.8,900,0.0,0,0
2026-03-25,Wednesday,Night,22,3,Stow,11,2049,186.3,180,2.8,0,0
2026-03-25,Wednesday,Night,22,3,Pick,8,1954,244.2,240,3.2,0,0
2026-03-25,Wednesday,Night,22,3,Rebin,9,2067,229.7,300,1.1,0,0
2026-03-25,Wednesday,Night,22,3,Pack-Singles,14,3038,217.0,210,0.0,0,0
2026-03-25,Wednesday,Night,22,3,Pack-Multis,15,1648,109.9,140,0.6,0,0
2026-03-25,Wednesday,Night,22,3,SLAM,11,9949,904.5,900,3.1,0,0
2026-03-25,Wednesday,Night,23,4,Stow,13,1970,151.5,180,2.5,0,0
2026-03-25,Wednesday,Night,23,4,Pick,13,2562,197.1,240,0.0,0,0
2026-03-25,Wednesday,Night,23,4,Rebin,14,3856,275.4,300,0.0,0,0
2026-03-25,Wednesday,Night,23,4,Pack-Singles,11,2203,200.3,210,1.1,0,0
2026-03-25,Wednesday,Night,23,4,Pack-Multis,8,1179,147.4,140,2.7,0,0
2026-03-25,Wednesday,Night,23,4,SLAM,11,9016,819.6,900,1.7,0,0
2026-03-25,Wednesday,Night,0,5,Stow,9,1540,171.1,180,0.0,0,0
2026-03-25,Wednesday,Night,0,5,Pick,11,2254,204.9,240,0.0,0,0
2026-03-25,Wednesday,Night,0,5,Rebin,15,4202,280.1,300,1.5,0,0
2026-03-25,Wednesday,Night,0,5,Pack-Singles,7,1309,187.0,210,1.9,0,0
2026-03-25,Wednesday,Night,0,5,Pack-Multis,12,1326,110.5,140,1.5,0,0
2026-03-25,Wednesday,Night,0,5,SLAM,12,10946,912.2,900,0.2,0,0
2026-03-25,Wednesday,Night,1,6,Stow,7,1090,155.7,180,0.0,0,0
2026-03-25,Wednesday,Night,1,6,Pick,13,2349,180.7,240,0.5,0,0
2026-03-25,Wednesday,Night,1,6,Rebin,14,3907,279.1,300,2.5,0,0
2026-03-25,Wednesday,Night,1,6,Pack-Singles,8,1387,173.4,210,3.4,0,0
2026-03-25,Wednesday,Night,1,6,Pack-Multis,12,1573,131.1,140,0.0,0,0
2026-03-25,Wednesday,Night,1,6,SLAM,12,9238,769.8,900,3.0,0,0
2026-03-25,Wednesday,Night,2,7,Stow,17,2883,169.6,180,0.2,0,0
2026-03-25,Wednesday,Night,2,7,Pick,6,1157,192.8,240,3.5,0,0
2026-03-25,Wednesday,Night,2,7,Rebin,9,2396,266.2,300,2.2,0,0
2026-03-25,Wednesday,Night,2,7,Pack-Singles,14,2642,188.7,210,0.6,0,0
2026-03-25,Wednesday,Night,2,7,Pack-Multis,12,1463,121.9,140,0.3,0,0
2026-03-25,Wednesday,Night,2,7,SLAM,12,9970,830.8,900,4.4,0,0
2026-03-25,Wednesday,Night,3,8,Stow,12,2083,173.6,180,0.0,0,0
2026-03-25,Wednesday,Night,3,8,Pick,13,2644,203.4,240,1.8,0,0
2026-03-25,Wednesday,Night,3,8,Rebin,13,3494,268.8,300,4.8,0,0
2026-03-25,Wednesday,Night,3,8,Pack-Singles,14,2841,202.9,210,2.3,0,0
2026-03-25,Wednesday,Night,3,8,Pack-Multis,15,1686,112.4,140,3.3,0,0
2026-03-25,Wednesday,Night,3,8,SLAM,10,7717,771.7,900,2.0,0,0
2026-03-25,Wednesday,Night,4,9,Stow,14,2025,144.6,180,0.4,0,0
2026-03-25,Wednesday,Night,4,9,Pick,12,2484,207.0,240,2.5,0,0
2026-03-25,Wednesday,Night,4,9,Rebin,18,4859,269.9,300,0.1,0,0
2026-03-25,Wednesday,Night,4,9,Pack-Singles,9,1614,179.3,210,0.0,0,0
2026-03-25,Wednesday,Night,4,9,Pack-Multis,12,1515,126.2,140,0.5,0,0
2026-03-25,Wednesday,Night,4,9,SLAM,15,11194,746.3,900,1.0,0,0
2026-03-26,Thursday,Day,8,0,Stow,13,2549,196.1,180,1.8,0,0
2026-03-26,Thursday,Day,8,0,Pick,14,3203,228.8,240,2.6,0,0
2026-03-26,Thursday,Day,8,0,Rebin,13,4313,331.8,300,0.0,0,0
2026-03-26,Thursday,Day,8,0,Pack-Singles,10,2221,222.1,210,0.0,0,0
2026-03-26,Thursday,Day,8,0,Pack-Multis,12,1804,150.3,140,0.3,0,0
2026-03-26,Thursday,Day,8,0,SLAM,11,9155,832.3,900,0.4,0,0
2026-03-26,Thursday,Day,9,1,Stow,11,1885,171.4,180,0.1,0,0
2026-03-26,Thursday,Day,9,1,Pick,11,2587,235.2,240,4.0,0,0
2026-03-26,Thursday,Day,9,1,Rebin,11,3379,307.2,300,0.3,0,0
2026-03-26,Thursday,Day,9,1,Pack-Singles,10,1849,184.9,210,0.0,0,0
2026-03-26,Thursday,Day,9,1,Pack-Multis,9,1276,141.8,140,2.8,0,0
2026-03-26,Thursday,Day,9,1,SLAM,8,6923,865.4,900,0.0,0,0
2026-03-26,Thursday,Day,10,2,Stow,11,2129,193.5,180,0.5,0,0
2026-03-26,Thursday,Day,10,2,Pick,11,2908,264.4,240,1.9,0,0
2026-03-26,Thursday,Day,10,2,Rebin,10,3033,303.3,300,0.0,0,0
2026-03-26,Thursday,Day,10,2,Pack-Singles,12,2610,217.5,210,0.0,0,0
2026-03-26,Thursday,Day,10,2,Pack-Multis,12,1666,138.8,140,2.0,0,0
2026-03-26,Thursday,Day,10,2,SLAM,13,12091,930.1,900,0.7,0,0
2026-03-26,Thursday,Day,11,3,Stow,13,2196,168.9,180,0.0,0,0
2026-03-26,Thursday,Day,11,3,Pick,5,1194,238.8,240,0.0,0,0
2026-03-26,Thursday,Day,11,3,Rebin,12,3103,258.6,300,0.2,0,0
2026-03-26,Thursday,Day,11,3,Pack-Singles,12,2338,194.8,210,1.8,0,0
2026-03-26,Thursday,Day,11,3,Pack-Multis,10,1396,139.6,140,2.1,0,0
2026-03-26,Thursday,Day,11,3,SLAM,13,11775,905.8,900,0.0,0,0
2026-03-26,Thursday,Day,12,4,Stow,11,2068,188.0,180,0.0,0,0
2026-03-26,Thursday,Day,12,4,Pick,11,2568,233.5,240,1.0,0,0
2026-03-26,Thursday,Day,12,4,Rebin,9,2349,261.0,300,2.0,0,0
2026-03-26,Thursday,Day,12,4,Pack-Singles,13,2387,183.6,210,1.8,0,0
2026-03-26,Thursday,Day,12,4,Pack-Multis,14,2041,145.8,140,0.6,0,0
2026-03-26,Thursday,Day,12,4,SLAM,10,9051,905.1,900,1.6,0,0
2026-03-26,Thursday,Day,13,5,Stow,12,2132,177.7,180,0.0,0,0
2026-03-26,Thursday,Day,13,5,Pick,12,2974,247.8,240,1.5,0,0
2026-03-26,Thursday,Day,13,5,Rebin,12,4023,335.2,300,0.3,0,0
2026-03-26,Thursday,Day,13,5,Pack-Singles,14,2788,199.1,210,2.9,0,0
2026-03-26,Thursday,Day,13,5,Pack-Multis,14,1919,137.1,140,3.7,0,0
2026-03-26,Thursday,Day,13,5,SLAM,12,10136,844.7,900,0.6,0,0
2026-03-26,Thursday,Day,14,6,Stow,14,2682,191.6,180,0.0,0,0
2026-03-26,Thursday,Day,14,6,Pick,11,2677,243.4,240,0.4,0,0
2026-03-26,Thursday,Day,14,6,Rebin,16,4878,304.9,300,1.1,0,0
2026-03-26,Thursday,Day,14,6,Pack-Singles,14,2864,204.6,210,2.7,0,0
2026-03-26,Thursday,Day,14,6,Pack-Multis,8,1084,135.5,140,2.8,0,0
2026-03-26,Thursday,Day,14,6,SLAM,15,12769,851.3,900,0.0,0,0
2026-03-26,Thursday,Day,15,7,Stow,13,2193,168.7,180,0.8,0,0
2026-03-26,Thursday,Day,15,7,Pick,13,2941,226.2,240,0.0,0,0
2026-03-26,Thursday,Day,15,7,Rebin,9,2647,294.1,300,0.0,0,0
2026-03-26,Thursday,Day,15,7,Pack-Singles,11,2043,185.7,210,3.7,0,0
2026-03-26,Thursday,Day,15,7,Pack-Multis,16,2032,127.0,140,1.6,0,0
2026-03-26,Thursday,Day,15,7,SLAM,10,8629,862.9,900,3.9,0,0
2026-03-26,Thursday,Day,16,8,Stow,11,1862,169.3,180,0.0,0,0
2026-03-26,Thursday,Day,16,8,Pick,14,2488,177.7,240,0.5,0,0
2026-03-26,Thursday,Day,16,8,Rebin,11,3021,274.6,300,2.5,0,0
2026-03-26,Thursday,Day,16,8,Pack-Singles,14,2543,181.6,210,4.3,0,0
2026-03-26,Thursday,Day,16,8,Pack-Multis,9,1318,146.4,140,1.4,0,0
2026-03-26,Thursday,Day,16,8,SLAM,10,8392,839.2,900,1.1,0,0
2026-03-26,Thursday,Day,17,9,Stow,12,1899,158.2,180,0.8,0,0
2026-03-26,Thursday,Day,17,9,Pick,10,2064,206.4,240,0.0,0,0
2026-03-26,Thursday,Day,17,9,Rebin,9,2463,273.7,300,1.8,0,0
2026-03-26,Thursday,Day,17,9,Pack-Singles,12,2696,224.7,210,0.0,0,0
2026-03-26,Thursday,Day,17,9,Pack-Multis,12,1579,131.6,140,2.4,0,0
2026-03-26,Thursday,Day,17,9,SLAM,13,10870,836.2,900,1.5,0,0
2026-03-26,Thursday,Night,19,0,Stow,8,1412,176.5,180,1.2,0,0
2026-03-26,Thursday,Night,19,0,Pick,11,1328,120.7,240,2.8,1,0
2026-03-26,Thursday,Night,19,0,Rebin,14,2634,188.1,300,4.8,1,0
2026-03-26,Thursday,Night,19,0,Pack-Singles,10,1121,112.1,210,4.0,1,0
2026-03-26,Thursday,Night,19,0,Pack-Multis,10,652,65.2,140,2.9,1,0
2026-03-26,Thursday,Night,19,0,SLAM,13,9653,742.5,900,0.1,0,0
2026-03-26,Thursday,Night,20,1,Stow,13,2182,167.8,180,3.3,0,0
2026-03-26,Thursday,Night,20,1,Pick,9,2339,259.9,240,0.0,0,0
2026-03-26,Thursday,Night,20,1,Rebin,7,1944,277.7,300,0.0,0,0
2026-03-26,Thursday,Night,20,1,Pack-Singles,11,2137,194.3,210,0.9,0,0
2026-03-26,Thursday,Night,20,1,Pack-Multis,10,1341,134.1,140,0.7,0,0
2026-03-26,Thursday,Night,20,1,SLAM,14,11570,826.4,900,0.0,0,0
2026-03-26,Thursday,Night,21,2,Stow,8,1323,165.4,180,0.0,0,0
2026-03-26,Thursday,Night,21,2,Pick,9,2082,231.3,240,0.0,0,0
2026-03-26,Thursday,Night,21,2,Rebin,14,3949,282.1,300,1.1,0,0
2026-03-26,Thursday,Night,21,2,Pack-Singles,9,1851,205.7,210,1.2,0,0
2026-03-26,Thursday,Night,21,2,Pack-Multis,10,1320,132.0,140,0.0,0,0
2026-03-26,Thursday,Night,21,2,SLAM,8,6170,771.2,900,1.7,0,0
2026-03-26,Thursday,Night,22,3,Stow,11,1976,179.6,180,0.0,0,0
2026-03-26,Thursday,Night,22,3,Pick,13,2878,221.4,240,0.0,0,0
2026-03-26,Thursday,Night,22,3,Rebin,12,3332,277.7,300,0.3,0,0
2026-03-26,Thursday,Night,22,3,Pack-Singles,12,2322,193.5,210,1.0,0,0
2026-03-26,Thursday,Night,22,3,Pack-Multis,11,1301,118.3,140,1.3,0,0
2026-03-26,Thursday,Night,22,3,SLAM,10,7772,777.2,900,0.8,0,0
2026-03-26,Thursday,Night,23,4,Stow,13,2204,169.5,180,0.4,0,0
2026-03-26,Thursday,Night,23,4,Pick,10,2331,233.1,240,0.0,0,0
2026-03-26,Thursday,Night,23,4,Rebin,13,3151,242.4,300,0.0,0,0
2026-03-26,Thursday,Night,23,4,Pack-Singles,10,2249,224.9,210,3.7,0,0
2026-03-26,Thursday,Night,23,4,Pack-Multis,13,1734,133.4,140,0.0,0,0
2026-03-26,Thursday,Night,23,4,SLAM,12,9657,804.8,900,0.0,0,0
2026-03-26,Thursday,Night,0,5,Stow,12,1942,161.8,180,2.5,0,0
2026-03-26,Thursday,Night,0,5,Pick,8,1794,224.2,240,0.0,0,0
2026-03-26,Thursday,Night,0,5,Rebin,11,3134,284.9,300,0.0,0,0
2026-03-26,Thursday,Night,0,5,Pack-Singles,12,2308,192.3,210,0.2,0,0
2026-03-26,Thursday,Night,0,5,Pack-Multis,11,1416,128.7,140,0.0,0,0
2026-03-26,Thursday,Night,0,5,SLAM,12,9848,820.7,900,0.3,0,0
2026-03-26,Thursday,Night,1,6,Stow,15,2583,172.2,180,0.6,0,0
2026-03-26,Thursday,Night,1,6,Pick,12,2485,207.1,240,0.5,0,0
2026-03-26,Thursday,Night,1,6,Rebin,11,2801,254.6,300,1.8,0,0
2026-03-26,Thursday,Night,1,6,Pack-Singles,10,1904,190.4,210,0.3,0,0
2026-03-26,Thursday,Night,1,6,Pack-Multis,17,2110,124.1,140,0.0,0,0
2026-03-26,Thursday,Night,1,6,SLAM,8,7051,881.4,900,3.2,0,0
2026-03-26,Thursday,Night,2,7,Stow,10,1787,178.7,180,2.3,0,0
2026-03-26,Thursday,Night,2,7,Pick,11,2362,214.7,240,1.5,0,0
2026-03-26,Thursday,Night,2,7,Rebin,13,3653,281.0,300,0.2,0,0
2026-03-26,Thursday,Night,2,7,Pack-Singles,11,2397,217.9,210,1.6,0,0
2026-03-26,Thursday,Night,2,7,Pack-Multis,13,1721,132.4,140,1.6,0,0
2026-03-26,Thursday,Night,2,7,SLAM,12,10461,871.8,900,2.3,0,0
2026-03-26,Thursday,Night,3,8,Stow,12,1834,152.8,180,1.8,0,0
2026-03-26,Thursday,Night,3,8,Pick,11,2306,209.6,240,5.2,0,0
2026-03-26,Thursday,Night,3,8,Rebin,8,2286,285.8,300,0.0,0,0
2026-03-26,Thursday,Night,3,8,Pack-Singles,12,2654,221.2,210,0.0,0,0
2026-03-26,Thursday,Night,3,8,Pack-Multis,10,1248,124.8,140,0.0,0,0
2026-03-26,Thursday,Night,3,8,SLAM,13,10054,773.4,900,2.2,0,0
2026-03-26,Thursday,Night,4,9,Stow,9,1237,137.4,180,0.9,0,0
2026-03-26,Thursday,Night,4,9,Pick,8,1856,232.0,240,0.0,0,0
2026-03-26,Thursday,Night,4,9,Rebin,9,2428,269.8,300,0.3,0,0
2026-03-26,Thursday,Night,4,9,Pack-Singles,8,1678,209.8,210,0.0,0,0
2026-03-26,Thursday,Night,4,9,Pack-Multis,11,1326,120.5,140,2.3,0,0
2026-03-26,Thursday,Night,4,9,SLAM,12,8894,741.2,900,0.7,0,0
2026-03-27,Friday,Day,8,0,Stow,13,2148,165.2,180,4.2,0,0
2026-03-27,Friday,Day,8,0,Pick,10,2398,239.8,240,0.0,0,0
2026-03-27,Friday,Day,8,0,Rebin,9,2534,281.6,300,0.0,0,0
2026-03-27,Friday,Day,8,0,Pack-Singles,11,2151,195.5,210,2.2,0,0
2026-03-27,Friday,Day,8,0,Pack-Multis,10,1312,131.2,140,0.6,0,0
2026-03-27,Friday,Day,8,0,SLAM,13,11875,913.5,900,1.1,0,0
2026-03-27,Friday,Day,9,1,Stow,9,1490,165.6,180,0.0,0,0
2026-03-27,Friday,Day,9,1,Pick,14,3484,248.9,240,0.0,0,0
2026-03-27,Friday,Day,9,1,Rebin,10,2826,282.6,300,0.0,0,0
2026-03-27,Friday,Day,9,1,Pack-Singles,12,2469,205.8,210,4.3,0,0
2026-03-27,Friday,Day,9,1,Pack-Multis,14,2139,152.8,140,2.2,0,0
2026-03-27,Friday,Day,9,1,SLAM,11,10314,937.6,900,0.7,0,0
2026-03-27,Friday,Day,10,2,Stow,15,2776,185.1,180,1.6,0,0
2026-03-27,Friday,Day,10,2,Pick,12,3230,269.2,240,0.0,0,0
2026-03-27,Friday,Day,10,2,Rebin,15,4441,296.1,300,0.0,0,0
2026-03-27,Friday,Day,10,2,Pack-Singles,10,1857,185.7,210,2.2,0,0
2026-03-27,Friday,Day,10,2,Pack-Multis,9,1274,141.6,140,2.9,0,0
2026-03-27,Friday,Day,10,2,SLAM,10,8831,883.1,900,0.0,0,0
2026-03-27,Friday,Day,11,3,Stow,11,2336,212.4,180,2.4,0,0
2026-03-27,Friday,Day,11,3,Pick,11,2526,229.6,240,1.1,0,0
2026-03-27,Friday,Day,11,3,Rebin,12,3494,291.2,300,2.0,0,0
2026-03-27,Friday,Day,11,3,Pack-Singles,10,1959,195.9,210,1.8,0,0
2026-03-27,Friday,Day,11,3,Pack-Multis,9,1324,147.1,140,1.2,0,0
2026-03-27,Friday,Day,11,3,SLAM,8,7255,906.9,900,0.0,0,0
2026-03-27,Friday,Day,12,4,Stow,13,2299,176.8,180,4.0,0,0
2026-03-27,Friday,Day,12,4,Pick,14,3110,222.1,240,0.0,0,0
2026-03-27,Friday,Day,12,4,Rebin,10,2743,274.3,300,3.9,0,0
2026-03-27,Friday,Day,12,4,Pack-Singles,11,2460,223.6,210,0.8,0,0
2026-03-27,Friday,Day,12,4,Pack-Multis,11,1536,139.6,140,2.9,0,0
2026-03-27,Friday,Day,12,4,SLAM,12,10000,833.3,900,3.6,0,0
2026-03-27,Friday,Day,13,5,Stow,11,1916,174.2,180,0.0,0,0
2026-03-27,Friday,Day,13,5,Pick,13,3142,241.7,240,1.3,0,0
2026-03-27,Friday,Day,13,5,Rebin,11,3167,287.9,300,0.6,0,0
2026-03-27,Friday,Day,13,5,Pack-Singles,12,2632,219.3,210,0.9,0,0
2026-03-27,Friday,Day,13,5,Pack-Multis,13,1809,139.2,140,0.4,0,0
2026-03-27,Friday,Day,13,5,SLAM,12,9772,814.3,900,1.5,0,0
2026-03-27,Friday,Day,14,6,Stow,8,1336,167.0,180,0.0,0,0
2026-03-27,Friday,Day,14,6,Pick,11,2937,267.0,240,1.0,0,0
2026-03-27,Friday,Day,14,6,Rebin,13,4542,349.4,300,1.8,0,0
2026-03-27,Friday,Day,14,6,Pack-Singles,10,2007,200.7,210,1.2,0,0
2026-03-27,Friday,Day,14,6,Pack-Multis,10,1345,134.5,140,2.7,0,0
2026-03-27,Friday,Day,14,6,SLAM,14,11147,796.2,900,0.0,0,0
2026-03-27,Friday,Day,15,7,Stow,11,2021,183.7,180,2.9,0,0
2026-03-27,Friday,Day,15,7,Pick,17,3868,227.5,240,0.6,0,0
2026-03-27,Friday,Day,15,7,Rebin,13,3639,279.9,300,1.0,0,0
2026-03-27,Friday,Day,15,7,Pack-Singles,11,1848,168.0,210,1.4,0,0
2026-03-27,Friday,Day,15,7,Pack-Multis,11,1643,149.4,140,1.2,0,0
2026-03-27,Friday,Day,15,7,SLAM,9,7794,866.0,900,0.0,0,0
2026-03-27,Friday,Day,16,8,Stow,9,1624,180.4,180,0.8,0,0
2026-03-27,Friday,Day,16,8,Pick,13,2582,198.6,240,0.8,0,0
2026-03-27,Friday,Day,16,8,Rebin,11,3379,307.2,300,2.2,0,0
2026-03-27,Friday,Day,16,8,Pack-Singles,13,2903,223.3,210,0.6,0,0
2026-03-27,Friday,Day,16,8,Pack-Multis,14,1744,124.6,140,0.0,0,0
2026-03-27,Friday,Day,16,8,SLAM,13,10048,772.9,900,2.1,0,0
2026-03-27,Friday,Day,17,9,Stow,12,2182,181.8,180,1.1,0,0
2026-03-27,Friday,Day,17,9,Pick,12,2803,233.6,240,0.2,0,0
2026-03-27,Friday,Day,17,9,Rebin,10,2913,291.3,300,1.2,0,0
2026-03-27,Friday,Day,17,9,Pack-Singles,11,2158,196.2,210,3.6,0,0
2026-03-27,Friday,Day,17,9,Pack-Multis,11,1399,127.2,140,0.0,0,0
2026-03-27,Friday,Day,17,9,SLAM,11,9733,884.8,900,2.5,0,0
2026-03-27,Friday,Night,19,0,Stow,15,2530,168.7,180,2.6,0,0
2026-03-27,Friday,Night,19,0,Pick,13,3127,240.5,240,2.7,0,0
2026-03-27,Friday,Night,19,0,Rebin,15,4135,275.7,300,0.0,0,0
2026-03-27,Friday,Night,19,0,Pack-Singles,13,2677,205.9,210,3.6,0,0
2026-03-27,Friday,Night,19,0,Pack-Multis,14,2071,147.9,140,2.1,0,0
2026-03-27,Friday,Night,19,0,SLAM,12,9070,755.8,900,1.7,0,0
2026-03-27,Friday,Night,20,1,Stow,10,1698,169.8,180,1.3,0,0
2026-03-27,Friday,Night,20,1,Pick,12,2660,221.7,240,2.6,0,0
2026-03-27,Friday,Night,20,1,Rebin,6,1696,282.7,300,3.0,0,0
2026-03-27,Friday,Night,20,1,Pack-Singles,15,3079,205.3,210,3.7,0,0
2026-03-27,Friday,Night,20,1,Pack-Multis,12,1562,130.2,140,2.0,0,0
2026-03-27,Friday,Night,20,1,SLAM,11,8702,791.1,900,0.4,0,0
2026-03-27,Friday,Night,21,2,Stow,9,1562,173.6,180,1.2,0,0
2026-03-27,Friday,Night,21,2,Pick,11,2357,214.3,240,2.0,0,0
2026-03-27,Friday,Night,21,2,Rebin,13,3339,256.8,300,0.0,0,0
2026-03-27,Friday,Night,21,2,Pack-Singles,13,2294,176.5,210,2.0,0,0
2026-03-27,Friday,Night,21,2,Pack-Multis,15,2174,144.9,140,2.3,0,0
2026-03-27,Friday,Night,21,2,SLAM,13,12596,968.9,900,0.0,0,0
2026-03-27,Friday,Night,22,3,Stow,11,1950,177.3,180,0.7,0,0
2026-03-27,Friday,Night,22,3,Pick,14,3116,222.6,240,1.4,0,0
2026-03-27,Friday,Night,22,3,Rebin,11,2956,268.7,300,0.4,0,0
2026-03-27,Friday,Night,22,3,Pack-Singles,12,2216,184.7,210,2.6,0,0
2026-03-27,Friday,Night,22,3,Pack-Multis,13,1822,140.2,140,0.0,0,0
2026-03-27,Friday,Night,22,3,SLAM,8,6694,836.8,900,5.5,0,0
2026-03-27,Friday,Night,23,4,Stow,14,2252,160.9,180,1.8,0,0
2026-03-27,Friday,Night,23,4,Pick,13,2623,201.8,240,3.3,0,0
2026-03-27,Friday,Night,23,4,Rebin,11,3049,277.2,300,1.2,0,0
2026-03-27,Friday,Night,23,4,Pack-Singles,14,2589,184.9,210,0.0,0,0
2026-03-27,Friday,Night,23,4,Pack-Multis,12,1338,111.5,140,0.7,0,0
2026-03-27,Friday,Night,23,4,SLAM,14,12193,870.9,900,2.8,0,0
2026-03-27,Friday,Night,0,5,Stow,13,2543,195.6,180,0.3,0,0
2026-03-27,Friday,Night,0,5,Pick,12,2596,216.3,240,2.6,0,0
2026-03-27,Friday,Night,0,5,Rebin,11,3438,312.5,300,0.4,0,0
2026-03-27,Friday,Night,0,5,Pack-Singles,14,2847,203.4,210,1.2,0,0
2026-03-27,Friday,Night,0,5,Pack-Multis,13,1723,132.5,140,1.7,0,0
2026-03-27,Friday,Night,0,5,SLAM,11,8754,795.8,900,0.7,0,0
2026-03-27,Friday,Night,1,6,Stow,8,1418,177.2,180,0.0,0,0
2026-03-27,Friday,Night,1,6,Pick,11,2566,233.3,240,2.5,0,0
2026-03-27,Friday,Night,1,6,Rebin,8,2217,277.1,300,1.9,0,0
2026-03-27,Friday,Night,1,6,Pack-Singles,12,2564,213.7,210,0.0,0,0
2026-03-27,Friday,Night,1,6,Pack-Multis,7,963,137.6,140,0.4,0,0
2026-03-27,Friday,Night,1,6,SLAM,8,6621,827.6,900,3.0,0,0
2026-03-27,Friday,Night,2,7,Stow,9,1717,190.8,180,0.0,0,0
2026-03-27,Friday,Night,2,7,Pick,12,2400,200.0,240,1.3,0,0
2026-03-27,Friday,Night,2,7,Rebin,11,2694,244.9,300,5.4,0,0
2026-03-27,Friday,Night,2,7,Pack-Singles,11,2032,184.7,210,2.7,0,0
2026-03-27,Friday,Night,2,7,Pack-Multis,15,2064,137.6,140,0.0,0,0
2026-03-27,Friday,Night,2,7,SLAM,12,8546,712.2,900,2.6,0,0
2026-03-27,Friday,Night,3,8,Stow,8,1213,151.6,180,1.2,0,0
2026-03-27,Friday,Night,3,8,Pick,12,2524,210.3,240,3.5,0,0
2026-03-27,Friday,Night,3,8,Rebin,13,3639,279.9,300,0.0,0,0
2026-03-27,Friday,Night,3,8,Pack-Singles,15,2654,176.9,210,3.8,0,0
2026-03-27,Friday,Night,3,8,Pack-Multis,16,2071,129.4,140,2.7,0,0
2026-03-27,Friday,Night,3,8,SLAM,5,3962,792.4,900,2.9,0,0
2026-03-27,Friday,Night,4,9,Stow,13,1870,143.8,180,0.8,0,0
2026-03-27,Friday,Night,4,9,Pick,6,1295,215.8,240,0.0,0,0
2026-03-27,Friday,Night,4,9,Rebin,14,3975,283.9,300,0.5,0,0
2026-03-27,Friday,Night,4,9,Pack-Singles,13,2350,180.8,210,1.6,0,0
2026-03-27,Friday,Night,4,9,Pack-Multis,9,1149,127.7,140,0.0,0,0
2026-03-27,Friday,Night,4,9,SLAM,8,6240,780.0,900,0.9,0,0
2026-03-28,Saturday,Day,8,0,Stow,10,2343,234.3,180,1.4,0,0
2026-03-28,Saturday,Day,8,0,Pick,12,3357,279.8,240,2.7,0,0
2026-03-28,Saturday,Day,8,0,Rebin,13,4623,355.6,300,2.3,0,0
2026-03-28,Saturday,Day,8,0,Pack-Singles,8,1690,211.2,210,1.1,0,0
2026-03-28,Saturday,Day,8,0,Pack-Multis,11,1842,167.5,140,1.2,0,0
2026-03-28,Saturday,Day,8,0,SLAM,13,12281,944.7,900,1.2,0,0
2026-03-28,Saturday,Day,9,1,Stow,9,1913,212.6,180,0.0,0,0
